ApplicantID,Age,AnnualIncome,EmploymentType,CreditScore,LoanAmount,LoanTermMonths,NumExistingLoans,HomeOwnership,MaritalStatus,LoanPurpose,DebtToIncomeRatio,LoanDefault
LN6405,33,33033.49,Unemployed,580.0,12344.24,60,3,Rent,Single,Education,0.379,1
LN6406,38,60885.17,Salaried,736.0,11831.09,48,0,Own,Single,Business,0.215,0
LN6407,53,32760.09,Salaried,764.0,14834.62,24,1,Mortgage,Divorced,Other,0.568,0
LN6408,36,38699.2,Business Owner,520.0,17692.41,24,1,Mortgage,Divorced,Debt Consolidation,0.47,0
LN6409,62,50438.32,Unemployed,724.0,15589.34,24,0,Rent,Married,Medical,0.782,0
LN6410,64,45887.89,Salaried,576.0,15797.22,12,0,Mortgage,Single,Medical,0.377,0
LN6411,22,53550.34,Salaried,627.0,11986.06,36,2,Own,Single,Home Improvement,0.197,0
LN6412,55,15000.0,Salaried,653.0,14188.31,36,1,Rent,Single,Business,0.847,1
LN6413,62,55814.38,Self-Employed,813.0,11750.21,48,3,Mortgage,Married,Business,0.244,0
LN6414,54,47913.37,Salaried,560.0,4503.39,36,1,Rent,Married,Education,0.078,0
LN6415,50,33439.86,Self-Employed,725.0,64755.18,24,4,Mortgage,Married,Home Improvement,1.48,1
LN6416,33,135173.51,Salaried,545.0,20679.61,24,1,Rent,Married,Education,0.134,0
LN6417,33,79160.94,Salaried,538.0,7423.52,36,1,Own,Single,Home Improvement,0.095,0
LN6418,38,28333.46,Salaried,653.0,15337.2,24,3,Rent,Single,Other,0.636,0
LN6419,52,74542.03,Salaried,652.0,5956.96,24,0,Rent,Single,Business,0.082,0
LN6420,52,91331.32,Salaried,395.0,9931.62,24,1,Rent,Single,Other,0.096,1
LN6421,55,52365.88,Salaried,754.0,5490.68,24,3,Own,Single,Education,0.097,0
LN6422,59,58730.89,Salaried,457.0,12955.67,12,0,Mortgage,Married,Home Improvement,0.217,0
LN6423,49,58056.58,Salaried,637.0,5172.89,48,4,Rent,Married,Business,0.074,1
LN6424,49,17276.32,Salaried,769.0,16865.98,48,0,Own,Married,Business,1.066,0
LN6425,64,44648.02,Unemployed,849.0,20117.24,24,3,Mortgage,Married,Debt Consolidation,0.497,0
LN6426,36,43501.19,Salaried,617.0,8134.03,12,0,Rent,Married,Education,0.155,0
LN6427,64,100215.47,Salaried,521.0,14713.73,48,2,Mortgage,Married,Debt Consolidation,0.147,0
LN6428,30,57922.66,Self-Employed,766.0,7879.51,24,1,Rent,Single,Business,0.137,0
LN6429,50,42243.02,Unemployed,728.0,18161.12,24,1,Own,Divorced,Education,0.416,0
LN6430,45,46860.84,Salaried,606.0,8838.12,12,1,Rent,Single,Education,0.203,0
LN6431,59,81772.21,Self-Employed,595.0,21447.9,24,1,Mortgage,Single,Other,0.255,0
LN6432,40,44699.06,Self-Employed,585.0,4505.46,48,1,Mortgage,Single,Medical,0.102,1
LN6433,25,34575.56,Self-Employed,619.0,7310.12,48,0,Rent,Divorced,Home Improvement,0.253,0
LN6434,21,42708.31,Salaried,678.0,6868.56,24,4,Own,Divorced,Medical,0.142,0
LN6435,50,78460.3,Self-Employed,599.0,15093.39,24,1,Rent,Married,Medical,0.213,0
LN6436,23,62823.37,Salaried,610.0,18639.79,12,0,Rent,Married,Business,0.312,0
LN6437,34,50117.92,Self-Employed,708.0,15809.75,12,1,Mortgage,Married,Other,0.3,0
LN6438,50,53947.66,Self-Employed,517.0,9843.97,60,1,Rent,Divorced,Home Improvement,0.212,0
LN6439,24,37053.9,Salaried,616.0,2497.26,36,1,Mortgage,Married,Medical,0.072,0
LN6440,38,44490.25,Business Owner,499.0,13673.59,36,0,Rent,Divorced,Medical,0.319,0
LN6441,57,35184.04,Salaried,660.0,21436.05,48,1,Mortgage,Single,Education,0.691,0
LN6442,45,42302.88,Business Owner,475.0,66723.02,48,2,Rent,Single,Business,1.48,1
LN6443,21,96094.67,Salaried,730.0,10356.43,48,3,Rent,Divorced,Medical,0.139,0
LN6444,35,28597.2,Salaried,532.0,8962.56,12,1,Own,Single,Home Improvement,0.349,1
LN6445,29,34739.8,Salaried,490.0,16190.06,24,0,Rent,Divorced,Debt Consolidation,0.577,1
LN6446,35,26182.61,Unemployed,617.0,11456.41,36,1,Own,Married,Debt Consolidation,0.35,0
LN6447,44,23495.06,Salaried,804.0,28716.41,24,1,Mortgage,Divorced,Business,1.302,0
LN6448,24,44650.2,Salaried,714.0,8226.26,60,1,Own,Single,Debt Consolidation,0.167,0
LN6449,32,35997.16,Salaried,477.0,11506.78,36,1,Own,Married,Education,0.271,0
LN6450,57,118284.08,Self-Employed,529.0,22600.51,60,0,Own,Married,Education,0.204,1
LN6451,57,42556.03,Salaried,614.0,16074.97,24,0,Mortgage,Married,Home Improvement,0.443,0
LN6452,63,93404.84,Salaried,850.0,26815.21,48,0,Mortgage,Married,Other,0.289,0
LN6453,26,79539.04,Salaried,565.0,10281.08,24,2,Mortgage,Divorced,Business,0.147,0
LN6454,59,44157.71,Salaried,566.0,28508.87,60,0,Own,Married,Business,0.675,0
LN6455,44,140796.07,Salaried,787.0,4923.11,24,2,Rent,Single,Debt Consolidation,0.036,0
LN6456,31,56065.0,Salaried,668.0,5042.8,36,2,Rent,Divorced,Medical,0.085,0
LN6457,33,104454.27,Self-Employed,745.0,28779.65,48,3,Mortgage,Single,Medical,0.273,0
LN6458,54,98547.94,Salaried,585.0,13418.77,36,1,Rent,Single,Other,0.133,1
LN6459,45,60314.27,Salaried,641.0,23213.51,36,4,Rent,Single,Medical,0.432,0
LN6460,27,71365.18,Salaried,768.0,14181.34,60,0,Rent,Divorced,Other,0.17,0
LN6461,24,66972.39,Unemployed,637.0,13303.41,36,1,Mortgage,Single,Home Improvement,0.168,0
LN6462,28,27663.5,Unemployed,751.0,6022.08,36,1,Own,Single,Business,0.246,0
LN6463,40,50445.32,Business Owner,685.0,13146.31,12,2,Rent,Divorced,Debt Consolidation,0.28,0
LN6464,49,83878.42,Salaried,556.0,30241.32,48,0,Rent,Married,Home Improvement,0.366,0
LN6465,30,105144.74,Salaried,649.0,13821.8,36,3,Own,Single,Education,0.115,0
LN6466,63,34189.72,Salaried,738.0,20115.52,36,0,Mortgage,Married,Education,0.592,0
LN6467,54,63857.9,Salaried,710.0,19783.91,12,1,Rent,Divorced,Education,0.37,0
LN6468,46,52861.74,Salaried,646.0,7276.28,36,2,Rent,Single,Other,0.171,0
LN6469,61,46215.15,Business Owner,480.0,22343.22,12,1,Rent,Married,Other,0.557,1
LN6470,23,58571.37,Business Owner,488.0,11067.44,12,2,Own,Married,Business,0.157,0
LN6471,26,54666.08,Business Owner,508.0,11432.42,36,1,Mortgage,Married,Education,0.237,0
LN6472,25,64260.72,Salaried,604.0,47033.58,24,1,Own,Married,Other,0.674,0
LN6473,25,100796.45,Self-Employed,616.0,19117.93,24,2,Mortgage,Married,Other,0.182,0
LN6474,43,72552.36,Salaried,517.0,9107.91,36,0,Own,Single,Medical,0.113,0
LN6475,29,57256.45,Salaried,742.0,13887.2,12,1,Rent,Married,Other,0.288,0
LN6476,55,124531.32,Self-Employed,536.0,13656.51,24,2,Mortgage,Single,Education,0.123,0
LN6477,40,85388.34,Salaried,527.0,36741.27,12,0,Rent,Married,Home Improvement,0.476,0
LN6478,62,46807.6,Salaried,658.0,13679.81,36,0,Own,Single,Education,0.331,0
LN6479,55,26673.87,Salaried,738.0,50251.68,36,1,Own,Married,Medical,1.48,1
LN6480,38,29914.08,Self-Employed,835.0,6136.2,48,1,Mortgage,Single,Education,0.21,0
LN6481,37,78168.05,Business Owner,702.0,13102.89,24,6,Mortgage,Married,Debt Consolidation,0.187,0
LN6482,44,35769.25,Salaried,792.0,8453.08,12,0,Rent,Married,Medical,0.264,0
LN6483,23,29613.1,Business Owner,541.0,9927.89,12,0,Mortgage,Married,Business,0.401,0
LN6484,52,33555.54,Salaried,844.0,10058.04,36,2,Own,Married,Education,0.283,0
LN6485,55,34762.96,Salaried,482.0,8718.62,60,3,Own,Married,Other,0.297,0
LN6486,58,75006.03,Self-Employed,605.0,37725.94,24,2,Own,Single,Home Improvement,0.513,0
LN6487,33,50642.455,Self-Employed,700.0,31367.77,24,1,Rent,Single,Education,0.786,0
LN6488,45,24681.59,Unemployed,506.0,17010.51,12,0,Mortgage,Married,Home Improvement,0.708,1
LN6489,29,49787.66,Salaried,567.0,10050.61,36,3,Rent,Divorced,Debt Consolidation,0.257,0
LN6490,24,54782.88,Self-Employed,552.0,8866.72,36,1,Rent,Single,Business,0.144,1
LN6491,34,38573.92,Self-Employed,622.0,20849.5,36,0,Own,Single,Other,0.615,1
LN6492,57,87373.08,Unemployed,778.0,15995.95,48,1,Own,Single,Medical,0.199,0
LN6493,54,39716.84,Salaried,652.0,12247.83,36,0,Rent,Married,Medical,0.273,0
LN6494,31,85320.4,Business Owner,608.0,18485.02,12,1,Rent,Single,Business,0.18,0
LN6495,61,66064.8,Self-Employed,390.0,22802.88,24,3,Mortgage,Married,Debt Consolidation,0.414,1
LN6496,23,77909.47,Salaried,692.0,12180.31,36,1,Own,Single,Debt Consolidation,0.137,0
LN6497,48,28303.04,Salaried,721.0,8329.88,36,2,Own,Single,Education,0.263,1
LN6498,49,51490.63,Salaried,497.0,6047.08,36,2,Mortgage,Single,Debt Consolidation,0.151,0
LN6499,29,47742.92,Self-Employed,644.0,15527.67,36,1,Own,Married,Education,0.377,0
LN6500,23,24076.63,Business Owner,667.0,49037.84,36,0,Own,Married,Home Improvement,1.48,1
LN6501,45,50642.455,Self-Employed,737.0,6860.96,48,1,Mortgage,Single,Business,0.088,0
LN6502,54,32574.97,Self-Employed,585.0,25840.06,36,2,Own,Divorced,Home Improvement,0.846,1
LN6503,32,36142.19,Salaried,571.0,8907.66,48,1,Own,Single,Home Improvement,0.301,0
LN6504,62,29535.32,Salaried,609.0,10052.54,24,0,Rent,Married,Home Improvement,0.396,0
LN6505,29,69605.1,Salaried,766.0,23131.58,36,0,Mortgage,Married,Home Improvement,0.404,0
LN6506,35,22857.51,Salaried,744.0,11462.6,60,1,Rent,Single,Medical,0.454,0
LN6507,60,66765.21,Salaried,648.0,15505.59,24,1,Mortgage,Married,Debt Consolidation,0.26,0
LN6508,45,82640.65,Salaried,742.0,15328.31,48,2,Rent,Married,Business,0.152,0
LN6509,25,64124.98,Salaried,437.0,8916.26,48,1,Own,Single,Business,0.116,1
LN6510,31,70004.46,Salaried,721.0,22858.05,12,0,Rent,Married,Other,0.378,0
LN6511,54,71666.11,Salaried,549.0,12875.1,36,1,Own,Single,Home Improvement,0.146,0
LN6512,44,30494.08,Salaried,809.0,5807.43,12,0,Own,Married,Business,0.208,0
LN6513,35,100445.19,Salaried,554.0,7820.55,60,0,Rent,Single,Education,0.095,0
LN6514,58,38947.19,Unemployed,573.0,2059.07,48,1,Mortgage,Married,Business,0.052,0
LN6515,28,47420.32,Business Owner,701.0,13783.06,12,0,Rent,Single,Home Improvement,0.239,0
LN6516,25,41509.66,Self-Employed,709.0,29215.07,12,1,Mortgage,Single,Business,0.814,0
LN6517,46,62678.33,Salaried,610.0,7127.46,36,2,Mortgage,Single,Debt Consolidation,0.144,0
LN6518,38,37458.22,Business Owner,683.0,18983.45,24,3,Mortgage,Single,Home Improvement,0.587,0
LN6519,26,50688.68,Business Owner,695.0,17297.9,12,3,Rent,Married,Medical,0.372,0
LN6520,57,26431.93,Business Owner,685.0,8508.95,36,0,Mortgage,Single,Debt Consolidation,0.295,0
LN6521,33,87757.5,Salaried,614.0,33587.88,24,2,Rent,Married,Business,0.309,1
LN6522,48,68553.55,Self-Employed,695.0,11343.54,12,3,Own,Single,Medical,0.19,0
LN6523,25,42356.2,Business Owner,777.0,44629.98,48,2,Rent,Married,Other,0.965,0
LN6524,33,38770.91,Self-Employed,540.0,5007.0,60,1,Mortgage,Married,Debt Consolidation,0.159,1
LN6525,37,67664.31,Self-Employed,574.0,11367.56,48,1,Own,Divorced,Other,0.174,0
LN6526,60,34418.63,Salaried,652.0,12208.02,48,0,Mortgage,Divorced,Education,0.378,0
LN6527,52,52191.9,Salaried,555.0,13038.11,24,2,Mortgage,Divorced,Debt Consolidation,0.294,0
LN6528,49,87614.29,Salaried,488.0,20533.2,24,0,Own,Married,Medical,0.279,0
LN6529,23,32675.19,Self-Employed,748.0,102629.06,24,1,Own,Single,Other,1.48,1
LN6530,60,58941.48,Salaried,449.0,17554.05,48,1,Mortgage,Married,Education,0.378,0
LN6531,54,57403.62,Salaried,614.0,13555.45,60,2,Mortgage,Divorced,Other,0.305,1
LN6532,60,46692.16,Salaried,718.0,6920.76,48,0,Mortgage,Single,Business,0.189,0
LN6533,47,38105.17,Salaried,674.0,4298.13,48,3,Own,Married,Home Improvement,0.137,1
LN6534,33,89985.02,Salaried,615.0,26961.27,36,1,Own,Single,Other,0.345,0
LN6535,53,36359.68,Self-Employed,551.0,9623.17,24,0,Rent,Married,Business,0.3,0
LN6536,26,19810.76,Business Owner,681.0,63735.37,36,0,Rent,Married,Home Improvement,1.48,1
LN6537,44,67525.92,Salaried,646.0,22492.27,12,1,Mortgage,Married,Home Improvement,0.312,0
LN6538,39,26885.66,Salaried,674.0,16398.34,12,4,Rent,Married,Medical,0.49,0
LN6539,36,69282.01,Salaried,663.0,16923.82,36,1,Rent,Divorced,Education,0.212,0
LN6540,60,95554.46,Business Owner,664.0,17024.11,36,0,Own,Married,Education,0.182,0
LN6541,48,67162.81,Salaried,592.0,8806.63,36,1,Own,Married,Debt Consolidation,0.115,0
LN6542,53,83759.56,Salaried,833.0,4670.86,36,3,Rent,Single,Business,0.07,0
LN6543,61,134594.87,Salaried,682.0,9600.68,24,1,Rent,Married,Medical,0.086,0
LN6544,33,79489.5,Self-Employed,625.0,13213.39,36,1,Rent,Married,Other,0.139,0
LN6545,63,57831.37,Business Owner,674.0,9057.15,36,1,Rent,Single,Business,0.145,0
LN6546,45,110965.44,Business Owner,580.0,6175.53,24,0,Mortgage,Single,Other,0.067,0
LN6547,62,117875.91,Self-Employed,615.0,8527.69,48,1,Own,Married,Other,0.087,0
LN6548,56,118703.72,Salaried,850.0,24870.55,36,1,Own,Married,Other,0.267,0
LN6549,47,38327.7,Salaried,581.0,20929.55,36,1,Own,Married,Debt Consolidation,0.709,0
LN6550,58,24909.16,Salaried,643.0,14806.86,48,0,Own,Single,Debt Consolidation,0.766,0
LN6551,27,37175.45,Salaried,609.0,19001.23,48,2,Mortgage,Single,Medical,0.514,0
LN6552,25,69690.61,Salaried,556.0,6773.95,48,0,Own,Married,Debt Consolidation,0.09,0
LN6553,63,53081.27,Salaried,688.0,8289.5,24,1,Own,Single,Medical,0.184,0
LN6554,51,44212.35,Salaried,653.0,16100.56,12,1,Mortgage,Single,Debt Consolidation,0.346,0
LN6555,43,64876.5,Unemployed,732.0,7312.17,24,1,Mortgage,Single,Education,0.136,1
LN6556,62,23496.28,Self-Employed,723.0,14257.51,24,1,Mortgage,Single,Medical,0.647,0
LN6557,30,52605.96,Business Owner,731.0,6263.44,60,4,Mortgage,Single,Education,0.143,0
LN6558,52,85753.21,Self-Employed,567.0,4965.32,36,0,Rent,Single,Education,0.054,0
LN6559,63,64515.31,Salaried,708.0,20777.94,12,0,Rent,Single,Medical,0.339,0
LN6560,50,69279.54,Self-Employed,710.0,24741.26,12,1,Own,Married,Business,0.386,0
LN6561,59,108954.58,Salaried,558.0,9149.98,24,0,Own,Single,Home Improvement,0.107,0
LN6562,51,47426.12,Self-Employed,621.0,5365.38,36,1,Rent,Married,Debt Consolidation,0.106,0
LN6563,38,35364.16,Salaried,519.0,3550.97,48,0,Mortgage,Divorced,Other,0.127,0
LN6564,56,88854.68,Unemployed,710.0,40344.09,48,0,Rent,Married,Debt Consolidation,0.546,0
LN6565,22,88041.21,Salaried,710.0,14283.13,60,1,Own,Single,Other,0.189,0
LN6566,34,64805.51,Salaried,779.0,9276.17,24,2,Rent,Divorced,Business,0.171,0
LN6567,33,45243.51,Unemployed,629.0,10739.17,24,0,Rent,Single,Home Improvement,0.262,1
LN6568,49,49054.63,Salaried,691.0,4238.65,24,1,Rent,Single,Business,0.08,0
LN6569,32,25890.04,Self-Employed,739.0,19378.88,24,1,Own,Divorced,Home Improvement,0.67,0
LN6570,59,85517.24,Self-Employed,582.0,44358.72,60,0,Rent,Divorced,Medical,0.64,1
LN6571,22,84021.3,Business Owner,568.0,8352.75,36,2,Rent,Married,Medical,0.116,0
LN6572,52,25442.05,Unemployed,585.0,55830.42,48,2,Rent,Married,Other,1.48,1
LN6573,33,75645.71,Unemployed,619.0,12458.48,36,3,Own,Married,Education,0.182,0
LN6574,47,59997.06,Salaried,572.0,36317.39,12,0,Rent,Single,Education,0.62,0
LN6575,61,29407.73,Business Owner,589.0,16063.95,12,3,Own,Single,Other,0.48,0
LN6576,37,26822.59,Self-Employed,729.0,16053.44,36,1,Own,Married,Medical,0.638,0
LN6577,60,59085.84,Self-Employed,641.0,40390.72,48,1,Mortgage,Divorced,Other,0.643,1
LN6578,51,40180.94,Salaried,678.0,21367.41,24,3,Mortgage,Single,Education,0.451,0
LN6579,54,121780.37,Self-Employed,600.0,16729.16,48,0,Rent,Married,Other,0.142,0
LN6580,44,78928.62,Unemployed,646.0,4168.03,48,1,Rent,Single,Medical,0.058,0
LN6581,55,62121.45,Unemployed,676.0,5408.22,36,1,Own,Married,Business,0.072,0
LN6582,26,63674.5,Salaried,661.0,17590.83,48,2,Rent,Married,Debt Consolidation,0.277,0
LN6583,39,95361.82,Salaried,720.0,32230.55,36,2,Rent,Married,Medical,0.314,0
LN6584,50,74851.32,Salaried,767.0,14430.09,36,3,Own,Single,Other,0.157,0
LN6585,27,62936.6,Business Owner,588.0,9369.52,48,1,Mortgage,Married,Medical,0.128,0
LN6586,30,30027.52,Self-Employed,728.0,4431.52,60,0,Mortgage,Married,Medical,0.128,0
LN6587,61,226607.22,Salaried,553.0,8348.6,24,1,Mortgage,Single,Education,0.033,0
LN6588,52,28237.57,Salaried,837.0,14452.01,36,3,Mortgage,Single,Other,0.615,1
LN6589,54,41928.82,Salaried,579.0,7991.44,24,2,Mortgage,Married,Education,0.194,0
LN6590,48,21431.9,Salaried,712.0,7490.06,24,0,Own,Married,Other,0.305,0
LN6591,35,64176.93,Unemployed,552.0,12956.2,36,2,Rent,Single,Education,0.172,0
LN6592,50,52868.09,Self-Employed,636.0,31858.1,60,3,Rent,Married,Education,0.572,1
LN6593,57,71871.73,Salaried,789.0,20147.42,24,1,Mortgage,Divorced,Business,0.336,0
LN6594,49,47508.68,Salaried,576.0,15859.49,24,1,Mortgage,Single,Medical,0.758,1
LN6595,42,85515.49,Salaried,848.0,14959.35,24,2,Mortgage,Married,Business,0.154,0
LN6596,24,32737.69,Unemployed,650.0,18596.08,36,3,Mortgage,Single,Education,0.569,1
LN6597,40,45501.36,Salaried,738.0,12505.47,24,2,Mortgage,Single,Business,0.296,0
LN6598,52,78103.15,Salaried,686.0,10439.49,24,2,Mortgage,Single,Medical,0.109,0
LN6599,56,55861.65,Salaried,691.0,20804.33,48,1,Mortgage,Married,Medical,0.415,0
LN6600,24,57870.98,Self-Employed,522.0,11669.84,12,0,Own,Married,Education,0.201,0
LN6601,47,73100.42,Self-Employed,607.0,6547.52,36,0,Mortgage,Single,Medical,0.072,0
LN6602,37,60742.28,Self-Employed,758.0,31760.54,48,1,Rent,Married,Business,0.594,0
LN6603,32,41334.22,Salaried,619.0,4350.49,24,2,Own,Married,Home Improvement,0.122,0
LN6604,42,45105.77,Salaried,662.0,33222.87,36,1,Own,Single,Medical,0.821,0
LN6605,37,54499.09,Salaried,511.0,18103.73,36,0,Own,Married,Business,0.323,1
LN6606,30,31326.57,Self-Employed,602.0,7468.95,36,3,Rent,Married,Business,0.254,0
LN6607,21,80660.51,Salaried,751.0,13555.57,36,3,Rent,Married,Business,0.167,0
LN6608,42,56631.86,Self-Employed,535.0,10328.7,24,3,Mortgage,Married,Medical,0.21,0
LN6609,46,50888.29,Business Owner,715.0,21690.63,48,1,Rent,Single,Home Improvement,0.465,0
LN6610,38,88987.24,Business Owner,666.0,21434.54,48,1,Mortgage,Married,Education,0.203,1
LN6611,34,46163.43,Salaried,629.0,17620.5,24,0,Rent,Single,Education,0.428,0
LN6612,49,44747.44,Salaried,625.0,20906.8,12,1,Mortgage,Married,Medical,0.534,0
LN6613,32,38471.99,Salaried,606.0,12470.24,12,0,Own,Divorced,Medical,0.319,0
LN6614,56,50642.455,Self-Employed,614.0,38445.81,12,1,Rent,Single,Debt Consolidation,0.818,0
LN6615,55,57195.19,Business Owner,734.0,27838.19,36,3,Mortgage,Married,Other,0.595,0
LN6616,32,35131.66,Salaried,611.0,10034.62,12,2,Rent,Married,Home Improvement,0.254,1
LN6617,27,44853.33,Salaried,813.0,21731.48,24,2,Mortgage,Married,Business,0.607,0
LN6618,49,35249.23,Business Owner,677.0,20622.73,48,0,Rent,Single,Other,0.597,0
LN6619,31,34460.39,Business Owner,598.0,11431.67,24,0,Mortgage,Divorced,Business,0.385,0
LN6620,53,20641.34,Salaried,738.0,10905.76,48,1,Own,Married,Other,0.638,1
LN6621,26,43675.6,Self-Employed,706.0,27686.63,48,0,Rent,Single,Education,0.667,0
LN6622,35,20929.05,Salaried,501.0,13242.46,24,1,Rent,Single,Other,0.632,0
LN6623,52,38893.88,Salaried,557.0,15616.81,48,1,Rent,Married,Medical,0.505,1
LN6624,31,36085.73,Unemployed,640.0,30966.54,48,1,Rent,Single,Home Improvement,0.786,0
LN6625,43,82946.2,Business Owner,507.0,61083.89,24,1,Rent,Single,Education,0.684,0
LN6626,46,29511.42,Business Owner,838.0,9740.28,24,2,Mortgage,Married,Other,0.324,0
LN6627,54,33503.55,Salaried,724.0,11701.35,36,3,Own,Married,Home Improvement,0.429,0
LN6628,54,40507.32,Business Owner,649.0,13966.3,60,1,Own,Married,Medical,0.438,0
LN6629,49,36677.85,Salaried,619.0,14158.1,36,0,Mortgage,Single,Business,0.351,1
LN6630,24,97209.86,Salaried,596.0,16744.3,24,3,Rent,Married,Debt Consolidation,0.212,0
LN6631,37,27742.38,Salaried,473.0,9955.62,36,1,Own,Divorced,Home Improvement,0.333,1
LN6632,55,40550.27,Salaried,494.0,6249.68,36,0,Rent,Single,Business,0.198,1
LN6633,33,57874.53,Business Owner,821.0,38265.16,36,0,Mortgage,Married,Home Improvement,0.726,0
LN6634,61,76160.0,Self-Employed,792.0,19288.21,48,1,Rent,Divorced,Home Improvement,0.204,0
LN6635,59,40533.3,Salaried,598.0,10392.9,36,2,Own,Married,Home Improvement,0.209,0
LN6636,35,18787.56,Salaried,732.0,17365.97,48,0,Mortgage,Married,Medical,0.808,0
LN6637,49,45476.36,Salaried,696.0,40125.62,48,3,Rent,Single,Education,0.789,1
LN6638,49,47508.68,Salaried,706.0,8326.4,36,1,Mortgage,Married,Home Improvement,0.102,0
LN6639,31,56449.05,Self-Employed,522.0,15164.07,24,3,Mortgage,Married,Medical,0.245,0
LN6640,52,55171.89,Business Owner,487.0,5802.71,48,1,Own,Married,Debt Consolidation,0.135,0
LN6641,22,28810.38,Salaried,756.0,12444.01,60,0,Own,Divorced,Education,0.483,0
LN6642,34,27368.94,Salaried,472.0,19340.51,12,2,Own,Single,Medical,0.81,0
LN6643,40,49465.01,Self-Employed,637.0,6844.26,36,0,Rent,Single,Debt Consolidation,0.126,0
LN6644,42,24024.05,Business Owner,617.0,11940.36,24,1,Mortgage,Single,Education,0.619,1
LN6645,31,72452.11,Salaried,609.0,21589.37,48,0,Mortgage,Married,Medical,0.338,0
LN6646,47,32102.1,Salaried,678.0,19025.21,48,0,Own,Single,Debt Consolidation,0.73,0
LN6647,23,48420.15,Self-Employed,589.0,6670.31,12,2,Rent,Married,Medical,0.176,1
LN6648,37,19093.75,Salaried,686.0,16718.4,48,1,Rent,Single,Debt Consolidation,0.755,0
LN6649,64,40259.41,Salaried,663.0,18680.42,24,1,Own,Married,Home Improvement,0.394,0
LN6650,48,27094.06,Self-Employed,839.0,14253.98,48,3,Mortgage,Single,Home Improvement,0.632,0
LN6651,49,15352.32,Self-Employed,525.0,25683.49,36,1,Own,Divorced,Education,1.48,1
LN6652,41,64274.68,Self-Employed,653.0,9379.97,24,1,Rent,Married,Debt Consolidation,0.159,0
LN6653,36,111366.27,Self-Employed,689.0,17111.24,24,0,Rent,Divorced,Home Improvement,0.151,0
LN6654,57,86226.84,Self-Employed,627.0,6640.08,24,2,Rent,Married,Education,0.087,0
LN6655,40,47508.68,Salaried,530.0,5113.42,36,3,Own,Single,Business,0.071,0
LN6656,26,39852.46,Salaried,763.0,21346.59,36,1,Mortgage,Single,Home Improvement,0.492,0
LN6657,39,73346.14,Salaried,680.0,13525.57,12,4,Own,Divorced,Home Improvement,0.193,0
LN6658,25,90393.41,Salaried,536.0,10116.77,12,0,Mortgage,Married,Other,0.102,0
LN6659,23,52491.73,Self-Employed,689.0,7050.87,12,0,Mortgage,Single,Medical,0.14,0
LN6660,21,27114.39,Business Owner,803.0,21944.27,48,1,Own,Married,Business,1.035,1
LN6661,58,38189.19,Unemployed,647.0,5405.6,48,1,Rent,Married,Debt Consolidation,0.173,1
LN6662,35,114846.1,Self-Employed,650.0,24239.2,12,3,Mortgage,Single,Education,0.268,0
LN6663,54,47222.6,Salaried,791.0,17511.24,36,0,Rent,Single,Business,0.446,0
LN6664,55,15000.0,Salaried,563.0,5570.97,12,2,Mortgage,Married,Debt Consolidation,0.363,0
LN6665,45,23518.4,Business Owner,805.0,14408.55,60,0,Rent,Single,Home Improvement,0.739,0
LN6666,44,39647.2,Self-Employed,738.0,65659.33,60,0,Rent,Single,Other,1.48,1
LN6667,32,82282.41,Self-Employed,567.0,27272.96,36,3,Rent,Single,Education,0.422,0
LN6668,38,42763.44,Business Owner,590.0,8128.92,60,2,Rent,Single,Education,0.217,0
LN6669,35,83051.47,Self-Employed,603.0,20537.82,48,4,Rent,Married,Business,0.224,1
LN6670,64,37681.28,Business Owner,485.0,5712.73,48,2,Mortgage,Single,Medical,0.124,0
LN6671,36,18358.61,Salaried,673.0,5867.66,36,1,Own,Single,Debt Consolidation,0.279,0
LN6672,47,38338.87,Self-Employed,571.0,12830.96,24,2,Rent,Divorced,Other,0.429,0
LN6673,28,58248.43,Business Owner,677.0,18601.39,24,2,Rent,Single,Other,0.329,0
LN6674,45,55880.75,Salaried,534.0,21737.59,24,2,Rent,Single,Business,0.477,0
LN6675,37,26172.02,Self-Employed,733.0,21919.02,36,1,Mortgage,Married,Medical,0.865,0
LN6676,49,41126.25,Salaried,716.0,17977.03,24,1,Mortgage,Married,Medical,0.494,0
LN6677,28,187650.62,Unemployed,586.0,5072.58,24,2,Rent,Married,Medical,0.022,0
LN6678,35,26459.37,Salaried,682.0,12880.13,36,1,Rent,Single,Education,0.45,0
LN6679,47,68211.04,Self-Employed,657.0,23889.85,24,4,Own,Divorced,Debt Consolidation,0.357,0
LN6680,27,17182.77,Salaried,783.0,17430.46,36,2,Mortgage,Married,Debt Consolidation,1.131,1
LN6681,23,75500.6,Self-Employed,557.0,14902.19,60,2,Mortgage,Married,Business,0.175,0
LN6682,49,31377.22,Salaried,636.0,16277.44,48,1,Own,Single,Home Improvement,0.613,0
LN6683,64,59936.69,Salaried,592.0,16115.1,36,1,Own,Single,Business,0.264,0
LN6684,44,25699.77,Salaried,654.0,4109.52,36,1,Mortgage,Married,Debt Consolidation,0.193,0
LN6685,23,56694.16,Unemployed,698.0,26713.78,36,1,Rent,Divorced,Education,0.4,1
LN6686,40,31122.14,Salaried,591.0,12502.45,24,3,Own,Married,Business,0.458,0
LN6687,35,34285.44,Salaried,617.0,20425.75,48,0,Mortgage,Single,Home Improvement,0.564,0
